id,text,file,node,lineNumber
YesHand-tcendreward-40,"""It's alright, I got some good experience from doing those missions.""",YesHand,tcendreward,124
YesHand-tcrackedupdebt-41,"""You poor sweet thing."" (((＞＜))) ""We can't have your debt ballooning out of control can we? I'll set aside some extra special, extra well rewarded missions just for you! That'll help you pay off your debt for sure! Why don't you get back to work hun? I'll keep an eye on your progress.""",YesHand,tcrackedupdebt,131
YesHand-tcrackedupdebt-42,Goodbye!,YesHand,tcrackedupdebt,133
YesHand-tcrackedupdebt-43,"""Wait uh...I actually had some questions.""",YesHand,tcrackedupdebt,134
YesHand-tcexerpience-44,"""Wow! What a resourceful little agent you are! I'm glad you found something to get out of it. I'll send you some extra missions from now on. They'll have lots of rewards and give you lots of experience kk? Why don't you get back to work hun? I have some business to take care of."" ( ◡‿◡ *)",YesHand,tcexerpience,141
YesHand-tcexerpience-45,Goodbye!,YesHand,tcexerpience,143
YesHand-tcexerpience-46,"""Wait uh...I actually had some questions.""",YesHand,tcexerpience,144
YesHand-tcbeboth-47,"""Of course you can be both sweaty. In addition to the usual 'good boy' missions you take from me, you can take some optional 'rabid dog' missions from The Hand. Get back to work now, hun. I'll let myself out.""",YesHand,tcbeboth,151
YesHand-tcbeboth-48,Goodbye!,YesHand,tcbeboth,153
YesHand-tcbeboth-49,"""Wait uh...I actually had some questions.""",YesHand,tcbeboth,154
YesHand-tcivechanged-50,"""You definitely have. We can work with change though. I'll tell The Hand you're ready for more missions. You may complete those in addition the tasks I give you. Get back to work now. I'll be in touch.""",YesHand,tcivechanged,161
YesHand-tcivechanged-51,Goodbye!,YesHand,tcivechanged,163
YesHand-tcivechanged-52,"""Wait uh...I actually had some questions.""",YesHand,tcivechanged,164
YesHand-tcwoo-53,"""Keep an eye on your inbox dear. I'll send you some optional tasks soon. Lots of rewards. Promise."" (◕‿◕)♡",YesHand,tcwoo,171
YesHand-tcwoo-54,Goodbye!,YesHand,tcwoo,173
YesHand-tcwoo-55,"""Wait uh...I actually had some questions.""",YesHand,tcwoo,174
YesHand-tcyis-56,"""You seem enthusiastic. That's good, we like to see enthusiasm. I'm sure The Hand would LOVE giving you more missions, I bet they're licking their lips to the prospect at this very moment. In fact...I'm sure they are. Get back to work. I'll tell The Hand they can send you more optional missions. I'll have some more for you as well of course.""",YesHand,tcyis,181
YesHand-tcyis-57,Goodbye!,YesHand,tcyis,183
YesHand-tcyis-58,"""Wait uh...I actually had some questions.""",YesHand,tcyis,184
YesHand-tcmeetthehand-59,"""I'll let The Hand know you're ready for more missions. I'm sure if you complete enough of them, they will to grace you with their presence. Get back to work now. I'll have some new missions for you too.""",YesHand,tcmeetthehand,191
YesHand-tcmeetthehand-60,Goodbye!,YesHand,tcmeetthehand,193
YesHand-tcmeetthehand-61,"""Wait uh...I actually had some questions.""",YesHand,tcmeetthehand,194
YesHand-tcgoodbye-62,Empty Text,YesHand,tcgoodbye,201
YesHand-tcsilent2-63,"""We see that you've been completing missions for The Hand, one of our top handlers. Because you have completed these missions without any compensation, we'll allow The Hand to continue passing advanced, hyper-violent assignments to you. These assignments are, as always, strictly optional. We welcome you to use these tasks as learning opportunities.""",YesHand,tcsilent2,208
YesHand-tcsilent2-64,"""...""",YesHand,tcsilent2,210
YesHand-tcsilent2-65,"""...""",YesHand,tcsilent2,211
YesHand-tcsilent2-66,"""...""",YesHand,tcsilent2,212
YesHand-tcsilent2-67,"""...""",YesHand,tcsilent2,213
YesHand-tcsilent3-68,"""Nothing to say? You're much quieter than you were the first time we met. The Hand enjoys quiet ones like you. They're easy to manage, generally well behaved. I want you to get back to work now. We'll send you new missions soon.""",YesHand,tcsilent3,220
YesHand-tcsilent3-69,Goodbye!,YesHand,tcsilent3,222
YesHand-tcsuredid-70,"""Yes! We know! You did those missions extra good too!"" ٩(◕‿◕)۶ ""We're extremely pleased with your performance. """,YesHand,tcsuredid,229
YesHand-tcsuredid-71,"""Do I get a reward??""",YesHand,tcsuredid,230
YesHand-tcyeslie-72,"""You're lying! Again!"" (・_・) ""Wow you're hopeless! I'll tell The Hand to send you more missions. They'll serve as a disciplinary measure, considering you can't stop yourself from accepting them. Get back to work. We'll talk again soon.""",YesHand,tcyeslie,237
YesHand-tcyeslie-73,Goodbye!,YesHand,tcyeslie,239
YesHand-tcyestruth-74,"""Wait. You did? You wanted me to be upset with you hm? That's a little weird hun not gonna lie."" (￣▽￣*)ゞ	""Your willingness to do those thankless missions for The Hand is making a lot more sense now."" ╮(︶▽︶)╭	 ""I'll tell them to send you more optional missions in addition to the ones I hand out. Get back to work. I got what I came for.""",YesHand,tcyestruth,246
YesHand-tcyestruth-75,Goodbye!,YesHand,tcyestruth,248
YesHand-tcnotruth-76,"""Don't lie to me hun, you'll regret it in the future. Got it?"" (ᓀ ᓀ)",YesHand,tcnotruth,255
YesHand-tcnotruth-77,"""I'm sorry."" (╯_╰)",YesHand,tcnotruth,257
YesHand-tcgotit-78,"""Apology accepted. Now, I need you to answer a question for me and *please* do not lie about it this time.""",YesHand,tcgotit,264
YesHand-tcgotit-79,"""I won't."" (╥﹏╥)",YesHand,tcgotit,266
YesHand-tcquestions-80,"""Questions? About what? I'm in a hurry hun so please be quick.""",YesHand,tcquestions,273
YesHand-tcquestions-81,"""What's the point of all these missions? Are we working towards something here?""",YesHand,tcquestions,275
YesHand-tcquestions-82,"""So...why does The Concierge give out missions? Shouldn't you be handling the front desk or something?""",YesHand,tcquestions,276
YesHand-tcthepoint-83,"""Eh...sorry to disappoint you hun. There's nothing more to this. You're just a cog in the machine, taking care of some data recovery tasks to keep the corporation running a *little* more smoothly. I have to go now, keep things running smoothly on my end. keep up the good work.""",YesHand,tcthepoint,283
YesHand-tcthepoint-84,Goodbye!,YesHand,tcthepoint,285
YesHand-tcwhyconcierge-85,"""Sweaty...'The Concierge' is just my codename. I occupy many *roles* here at the company in addition to my work at the front desk. Speaking of which, I need to attend to my duties. Keep up the good work hun.""",YesHand,tcwhyconcierge,292
YesHand-tcwhyconcierge-86,Goodbye!,YesHand,tcwhyconcierge,294
YesHand-tcpleasestop-87,"""Sorry hun, company policy actually requires me to check up on you from time to time."" (￢‿￢ )",YesHand,tcpleasestop,301
YesHand-tcpleasestop-88,"""Fair enough.""",YesHand,tcpleasestop,302
YesHand-tcpleasestop-89,"""What kind of a policy is that??""",YesHand,tcpleasestop,303
YesHand-tcwelcomehere-90,"""Aw how sweet of you to welcome me. Should I cook the two of us some dinner? It's about that time right?""",YesHand,tcwelcomehere,310
YesHand-tcwelcomehere-91,"""Sure! I could use something to eat!""",YesHand,tcwelcomehere,312
YesHand-tcwelcomehere-92,"""That's okay I'm not hungry rn.""",YesHand,tcwelcomehere,313
YesHand-tceat-93,"""I'm just kidding hun, we're a little short on time for that. Maybe if you ask nicely I'll let *you* cook *me* dinner some day. I came here for a different reason.""",YesHand,tceat,320
YesHand-tceat-94,"""What is it?""",YesHand,tceat,322
YesHand-tcnothungry-95,"""Oh really? That's a shame. I had an entire lineup of missions for you, getting the groceries, cleaning the counter, assisting me in the kitchen as an obedient sous-chef. But if you're not hungry it can't be helped."" ( ◡‿◡ ) ""Now, about the reason I came here...""",YesHand,tcnothungry,329
YesHand-tcnothungry-96,"""What is it?""",YesHand,tcnothungry,331
YesHand-tcfair-97,"""It's for the best. I'm glad you can recognize authority when needed. Now, about me being here. I just needed to clear something up.""",YesHand,tcfair,338
YesHand-tcfair-98,"""What is it?""",YesHand,tcfair,340
YesHand-tcpolicy-99,"""One that ensures all our agents are checked up on and doing well."" (⌒‿⌒)	 ""Now, I came here to clarify something with you...""",YesHand,tcpolicy,347
YesHand-tcpolicy-100,"""Clarify what?""",YesHand,tcpolicy,349
